,county_x,state_name,lat,lng,population,county_state,density
1607,Jefferson,Oregon,44.6294,-121.1761,24973,Jefferson_OR,14.023630094677614
1608,Morehouse,Louisiana,32.8202,-91.8018,24967,Morehouse_LA,31.43468681145735
1609,Texas,Missouri,37.3173,-91.9651,24956,Texas_MO,21.17535255485601
1610,Lauderdale,Tennessee,35.7605,-89.6305,24933,Lauderdale_TN,52.998193219258155
1611,George,Mississippi,30.8626,-88.644,24870,George_MS,51.99774195571724
1612,Uvalde,Texas,29.3573,-99.7622,24810,Uvalde_TX,15.939096077864509
1613,Jerome,Idaho,42.6899,-114.2639,24788,Jerome_ID,41.32435316084289
1614,Fayette,Texas,29.8768,-96.9198,24783,Fayette_TX,26.086544635432567
1615,Teller,Colorado,38.8824,-105.1617,24774,Teller_CO,44.47276774494669
1616,Barbour,Alabama,31.8696,-85.3932,24757,Barbour_AL,27.9771725618714
1617,Waushara,Wisconsin,44.1131,-89.2429,24752,Waushara_WI,39.538041307924544
1618,Jackson,Oklahoma,34.588,-99.4148,24730,Jackson_OK,30.809288882244484
1619,White,Indiana,40.7498,-86.8655,24709,White_IN,48.90547066740559
1620,Audrain,Missouri,39.2157,-91.8416,24688,Audrain_MO,35.619679699899
1621,Somerset,Maryland,38.1158,-75.7518,24685,Somerset_MD,75.44084838482932
1622,Yates,New York,42.6335,-77.1055,24637,Yates_NY,72.83881267738883
1623,Blaine,Idaho,43.4119,-113.9802,24579,Blaine_ID,9.29340058530388
1624,Rowan,Kentucky,38.1963,-83.4211,24525,Rowan_KY,87.33352325332953
1625,Randolph,Missouri,39.4401,-92.4971,24524,Randolph_MO,50.84591142809753
1626,Fairfax,Virginia,38.8531,-77.2998,24478,Fairfax_VA,61.963345484001614
1627,Fairfax,Virginia,38.8531,-77.2998,24478,Fairfax_VA,3879.2393026941363
1628,Scott,Indiana,38.6851,-85.7475,24468,Scott_IN,128.51515310678082
1629,Aransas,Texas,28.1254,-96.9933,24449,Aransas_TX,97.07377114269832
1630,Nicholas,West Virginia,38.2917,-80.7993,24446,Nicholas_WV,37.688666882506205
1631,Burke,Georgia,33.0611,-82.0007,24427,Burke_GA,29.413464664587522
1632,Randolph,Indiana,40.1576,-85.0113,24425,Randolph_IN,53.9385641410684
1633,Lincoln,Kentucky,37.4554,-84.6608,24415,Lincoln_KY,72.60750609647297
1634,Abbeville,South Carolina,34.2226,-82.4593,24352,Abbeville_SC,47.934177115524676
1635,Marion,Mississippi,31.2308,-89.8224,24303,Marion_MS,44.81137293948446
1636,Tattnall,Georgia,32.0458,-82.0581,24215,Tattnall_GA,50.06305691662015
1637,New Kent,Virginia,37.5052,-76.9974,24139,New Kent_VA,115.1944643283226
1638,Shelby,Texas,31.7924,-94.145,24108,Shelby_TX,30.358514563473573
1639,Anderson,Kentucky,38.0039,-84.991,24098,Anderson_KY,118.90264962747324
1640,Dawson,Nebraska,40.8699,-99.8196,24020,Dawson_NE,23.713620029222447
1641,Hood River,Oregon,45.519,-121.6511,23958,Hood River_OR,45.86579879391213
1642,Itawamba,Mississippi,34.28,-88.3613,23942,Itawamba_MS,44.97755067535835
1643,Grainger,Tennessee,36.2763,-83.5096,23929,Grainger_TN,85.3601112973995
1644,Bell,Kentucky,36.7306,-83.6741,23878,Bell_KY,66.18621282257394
1645,Antrim,Michigan,44.9991,-85.1402,23876,Antrim_MI,50.060804294041176
1646,Franklin,Georgia,34.3754,-83.2291,23840,Franklin_GA,90.54654563409169
1647,Iowa,Wisconsin,43.0005,-90.1354,23832,Iowa_WI,31.248115174321793
1648,Upshur,West Virginia,38.8978,-80.2334,23758,Upshur_WV,66.96921862667719
1649,Page,Virginia,38.6194,-78.4844,23750,Page_VA,76.3346511104683
1650,Pacific,Washington,46.5556,-123.7039,23750,Pacific_WA,25.456338360290257
1651,Ohio,Kentucky,37.4782,-86.8489,23704,Ohio_KY,39.91983697940349
1652,Roscommon,Michigan,44.3356,-84.6116,23639,Roscommon_MI,45.33755274261603
1653,Winston,Alabama,34.1492,-87.3737,23637,Winston_AL,38.469175183907296
1654,Seminole,Oklahoma,35.1675,-96.6155,23550,Seminole_OK,37.23261292311584
1655,McDonald,Missouri,36.6287,-94.3483,23492,McDonald_MO,43.54321513966377
1656,Washington,Missouri,37.9617,-90.8774,23483,Washington_MO,30.915362234889873
1657,Curry,Oregon,42.4576,-124.1568,23463,Curry_OR,14.417652914500607
1658,Meeker,Minnesota,45.1231,-94.5273,23422,Meeker_MN,38.488842146777536
1659,Juniata,Pennsylvania,40.5311,-77.4022,23419,Juniata_PA,59.804897980030134
1660,Vilas,Wisconsin,46.0529,-89.5148,23410,Vilas_WI,26.793480748981366
1661,Fayette,Indiana,39.64,-85.1788,23390,Fayette_IN,108.81094157052475
1662,Saline,Illinois,37.7531,-88.5407,23387,Saline_IL,61.01327906916073
1663,Yankton,South Dakota,43.009,-97.3948,23379,Yankton_SD,44.82599942479149
1664,Teton,Wyoming,43.9346,-110.5898,23358,Teton_WY,5.828193304988322
1665,Hampshire,West Virginia,39.3171,-78.6141,23340,Hampshire_WV,36.37100292962663
1666,Starke,Indiana,41.2809,-86.6476,23300,Starke_IN,75.32895800329766
1667,Menominee,Michigan,45.5801,-87.5566,23295,Menominee_MI,22.323482060717573
1668,Saline,Missouri,39.1368,-93.2018,23177,Saline_MO,30.675666732843627
1669,Ray,Missouri,39.3523,-93.9899,23149,Ray_MO,40.650078142834566
1670,Osceola,Michigan,43.9898,-85.3252,23122,Osceola_MI,40.853033676101624
1671,Klickitat,Washington,45.8738,-120.7891,23082,Klickitat_WA,12.32769164214338
1672,Plaquemines,Louisiana,29.4406,-89.61,23070,Plaquemines_LA,27.315998863313443
1673,Mingo,West Virginia,37.7264,-82.1347,22979,Mingo_WV,54.37400913371666
1674,Emanuel,Georgia,32.5897,-82.3017,22961,Emanuel_GA,33.481094795782965
1675,Hopewell,Virginia,37.2915,-77.2985,22944,Hopewell_VA,2240.625
1676,Franklin,Indiana,39.4149,-85.0602,22929,Franklin_IN,59.40155440414508
1677,Crawford,Missouri,37.9764,-91.3039,22890,Crawford_MO,30.82745245919302
1678,Mercer,Kentucky,37.811,-84.8745,22824,Mercer_KY,90.96126255380202
1679,Overton,Tennessee,36.345,-85.2881,22807,Overton_TN,52.625871060039685
1680,Clarke,Alabama,31.6767,-87.8308,22802,Clarke_AL,18.41276506403527
1681,Saunders,Nebraska,41.2264,-96.6374,22761,Saunders_NE,30.191006764822923
1682,Poinsett,Arkansas,35.574,-90.663,22740,Poinsett_AR,30.01029376831103
1683,St. Francis,Arkansas,35.022,-90.7478,22740,St. Francis_AR,35.87656190836804
1684,Caswell,North Carolina,36.3932,-79.3335,22689,Caswell_NC,53.42736713212612
1685,Panola,Texas,32.1624,-94.3056,22624,Panola_TX,28.24751535733906
1686,Leelanau,Michigan,44.9385,-85.812,22607,Leelanau_MI,64.87502510976555
1687,Rockbridge,Virginia,37.8145,-79.4473,22578,Rockbridge_VA,37.6532194853493
1688,Waynesboro,Virginia,38.0674,-78.9014,22574,Waynesboro_VA,1469.6614583333335
1689,Allen,Louisiana,30.653,-92.828,22552,Allen_LA,29.499018966644865
1690,Washington,Iowa,41.3356,-91.7179,22539,Washington_IA,39.63179828031861
1691,Columbia,Arkansas,33.2143,-93.2273,22527,Columbia_AR,29.404393624936365
1692,Putnam,Georgia,33.3218,-83.3728,22524,Putnam_GA,65.37601950483267
1693,Johnson,Kentucky,37.8466,-82.8315,22464,Johnson_KY,85.89125946317962
1694,Asotin,Washington,46.1918,-117.203,22424,Asotin_WA,35.29448799068215
1695,Sumner,Kansas,37.2373,-97.4765,22386,Sumner_KS,18.942131137830955
1696,Ouachita,Arkansas,33.5934,-92.8819,22317,Ouachita_AR,30.468973991398727
1697,Randolph,Alabama,33.2938,-85.4591,22310,Randolph_AL,38.39600722829361
1698,Lampasas,Texas,31.1962,-98.2415,22267,Lampasas_TX,31.272119543845854
1699,Beckham,Oklahoma,35.2687,-99.682,22202,Beckham_OK,24.618830600002216
1700,Henry,Missouri,38.3852,-93.7928,22194,Henry_MO,31.593782029381618
1701,Limestone,Texas,31.5455,-96.5805,22185,Limestone_TX,24.409162925798785
1702,Bibb,Alabama,32.9986,-87.1265,22152,Bibb_AL,35.5552702117073
1703,Grant,Louisiana,31.5997,-92.5595,22123,Grant_LA,34.29337632341771
1704,Sabine,Louisiana,31.564,-93.5547,22085,Sabine_LA,25.523824933257828
1705,Meigs,Ohio,39.0822,-82.0228,22072,Meigs_OH,51.39956220017698
1706,Nobles,Minnesota,43.6742,-95.7534,22067,Nobles_MN,30.846111910985616
1707,Brooke,West Virginia,40.2739,-80.5764,22053,Brooke_WV,248.2048396173326
1708,Mahaska,Iowa,41.3352,-92.6409,22045,Mahaska_IA,38.61649762642983
1709,Houston,Texas,31.3177,-95.4227,22042,Houston_TX,17.907367839530746
1710,Lee,Virginia,36.7054,-83.1286,22042,Lee_VA,50.424358886372474
1711,Llano,Texas,30.7058,-98.6841,22011,Llano_TX,23.54722067696521
1712,Scott,Tennessee,36.4285,-84.5035,21969,Scott_TN,41.288127948279424
1713,Prince Edward,Virginia,37.2243,-78.4411,21932,Prince Edward_VA,62.172581925388364
1714,Minidoka,Idaho,42.8543,-113.6375,21922,Minidoka_ID,28.859166425317923
1715,Jo Daviess,Illinois,42.3658,-90.2126,21918,Jo Daviess_IL,36.46436414453983
1716,Gaines,Texas,32.7408,-102.6352,21904,Gaines_TX,14.579824940925883
1717,Anson,North Carolina,34.9738,-80.1027,21903,Anson_NC,41.20435690501721
1718,Colusa,California,39.1775,-122.237,21895,Colusa_CA,19.02787916710119
1719,Sevier,Utah,38.7477,-111.8046,21854,Sevier_UT,11.44038738385028
1720,Martin,North Carolina,35.8432,-77.1092,21773,Martin_NC,47.21252466552464
1721,Hubbard,Minnesota,47.1086,-94.9166,21700,Hubbard_MN,23.524055243587796
1722,Wyandot,Ohio,40.8424,-83.3044,21699,Wyandot_OH,53.49720174551909
1723,McDuffie,Georgia,33.4828,-82.4814,21687,McDuffie_GA,83.48539092273936
1724,Gage,Nebraska,40.2619,-96.6894,21646,Gage_NE,25.30837493715582
1725,Madison,North Carolina,35.858,-82.7058,21640,Madison_NC,48.150950113479595
1726,Seward,Kansas,37.1933,-100.8513,21640,Seward_KS,33.8378784088066
1727,Tippah,Mississippi,34.7684,-88.9089,21621,Tippah_MS,47.21670197200323
1728,Bandera,Texas,29.7472,-99.2463,21589,Bandera_TX,27.268134338726586
1729,Stutsman,North Dakota,46.9793,-98.9588,21525,Stutsman_ND,9.689835239038445
1730,Wabasha,Minnesota,44.2843,-92.2303,21519,Wabasha_MN,40.987790708748406
1731,Scott,Virginia,36.7143,-82.6029,21504,Scott_VA,40.0760371240076
1732,Hockley,Texas,33.6076,-102.3432,21455,Hockley_TX,23.621570440833224
1733,Mitchell,Georgia,31.2253,-84.1943,21441,Mitchell_GA,41.8802250175795
1734,Owen,Indiana,39.3128,-86.8377,21434,Owen_IN,55.646710628796924
1735,Morgan,Missouri,38.4237,-92.886,21430,Morgan_MO,35.87151202691619
1736,Taylor,Florida,30.047,-83.6035,21422,Taylor_FL,20.56031710992312
1737,Fayette,Illinois,39.0002,-89.0241,21380,Fayette_IL,29.839914025317867
1738,Clark,Arkansas,34.051,-93.1764,21378,Clark_AR,24.702171175022823
1739,Fillmore,Minnesota,43.674,-92.0902,21346,Fillmore_MN,24.78490566037736
1740,Grenada,Mississippi,33.7699,-89.802,21342,Grenada_MS,50.59863913321795
1741,Jersey,Illinois,39.0855,-90.3565,21336,Jersey_IL,57.79607758153646
1742,Dakota,Nebraska,42.3912,-96.5646,21331,Dakota_NE,80.86050037907505
1743,Boone,West Virginia,38.0229,-81.7115,21312,Boone_WV,42.37146606226887
1744,Leake,Mississippi,32.7535,-89.524,21288,Leake_MS,36.53275214085909
1745,Clinton,Missouri,39.6018,-94.4046,21259,Clinton_MO,50.766548858534726
1746,Logan,Arkansas,35.2149,-93.7166,21240,Logan_AR,29.92097144547593
1747,Moore,Texas,35.8377,-101.893,21234,Moore_TX,23.60224973879021
1748,Morgan,Tennessee,36.135,-84.6492,21193,Morgan_TN,40.596506014864765
1749,Newton,Mississippi,32.4002,-89.1188,21151,Newton_MS,36.59152639136377
1750,Letcher,Kentucky,37.1212,-82.8553,21146,Letcher_KY,62.370221802737134
1751,Gray,Texas,35.4012,-100.8126,21131,Gray_TX,22.763605808592235
1752,Logan,Colorado,40.7247,-103.1101,21067,Logan_CO,11.458673280682287
1753,Allen,Kentucky,36.7513,-86.1904,21029,Allen_KY,60.75638506876228
1754,Washington,Nebraska,41.5311,-96.222,20989,Washington_NE,53.7504161438193
1755,Jackson,Wisconsin,44.3192,-90.8052,20971,Jackson_WI,21.240327350808247
1756,Dodge,Minnesota,44.0226,-92.8621,20962,Dodge_MN,47.695108077360636
1757,Nodaway,Missouri,40.3607,-94.8834,20959,Nodaway_MO,23.908877278638407
1758,Wyoming,West Virginia,37.6096,-81.5492,20948,Wyoming_WV,41.82239258904328
1759,Adams,Wisconsin,43.9696,-89.7704,20928,Adams_WI,32.309259888226755
1760,Union,Louisiana,32.8318,-92.3748,20914,Union_LA,23.830902461257974
1761,Texas,Oklahoma,36.7479,-101.4901,20880,Texas_OK,10.24956311728092
1762,Conway,Arkansas,35.2624,-92.7014,20872,Conway_AR,37.52944349545986
1763,Shelby,Illinois,39.3911,-88.8055,20867,Shelby_IL,27.510514034093156
1764,Ogemaw,Michigan,44.335,-84.1264,20853,Ogemaw_MI,36.95374800637959
1765,Greene,Virginia,38.2976,-78.4669,20850,Greene_VA,133.15876868054667
1766,Perry,Illinois,38.0837,-89.367,20810,Perry_IL,47.192489114658926
1767,Coahoma,Mississippi,34.23,-90.6018,20808,Coahoma_MS,37.549399981954345
1768,Jones,Iowa,42.1212,-91.1315,20799,Jones_IA,36.152682901392296
1769,Sullivan,Indiana,39.0889,-87.4147,20766,Sullivan_IN,46.43559928443649
1770,Meriwether,Georgia,33.0406,-84.6883,20757,Meriwether_GA,41.243443013829285
1771,Dukes,Massachusetts,41.3961,-70.65,20751,Dukes_MA,199.95182116014647
1772,Fairfield,South Carolina,34.3951,-81.1212,20741,Fairfield_SC,30.20871262325405
1773,Colorado,Texas,29.6208,-96.5263,20736,Colorado_TX,21.533828339996884
1774,Breckinridge,Kentucky,37.7734,-86.4293,20722,Breckinridge_KY,36.20132422564246
1775,Assumption,Louisiana,29.9024,-91.0608,20720,Assumption_LA,61.17869375221448
1776,Adams,Washington,46.9834,-118.5606,20690,Adams_WA,10.74827528883717
1777,Buena Vista,Iowa,42.7355,-95.1511,20684,Buena Vista_IA,35.98594244754515
1778,Carroll,Iowa,42.0362,-94.8605,20677,Carroll_IA,36.31940419103828
1779,Lincoln,Montana,48.5425,-115.4051,20656,Lincoln_MT,5.717654809323852
1780,Buchanan,Iowa,42.4708,-91.8379,20645,Buchanan_IA,36.139411126282255
1781,Kewaunee,Wisconsin,44.5161,-87.6153,20621,Kewaunee_WI,60.182699042727066
1782,Morgan,Georgia,33.5909,-83.4923,20614,Morgan_GA,58.95778515044046
1783,Uinta,Wyoming,41.2876,-110.5476,20605,Uinta_WY,9.89835035500514
1784,Montague,Texas,33.6757,-97.7246,20599,Montague_TX,22.133754539788967
1785,Worth,Georgia,31.5515,-83.8509,20575,Worth_GA,36.11359766907131
1786,Barnwell,South Carolina,33.2661,-81.4349,20565,Barnwell_SC,37.49931620502909
1787,DeKalb,Tennessee,35.9799,-85.8328,20551,DeKalb_TN,67.47545720195686
1788,Hertford,North Carolina,36.3591,-76.982,20492,Hertford_NC,58.008265866500594
1789,Lavaca,Texas,29.3843,-96.9302,20479,Lavaca_TX,21.11454789153521
1790,Carbon,Utah,39.6481,-110.5887,20446,Carbon_UT,13.829254765093408
1791,Carroll,Indiana,40.5828,-86.5635,20443,Carroll_IN,54.915918981357116
1792,Pointe Coupee,Louisiana,30.7095,-91.6008,20438,Pointe Coupee_LA,36.67061398787096
1793,Greene,North Carolina,35.485,-77.6758,20421,Greene_NC,76.94423511680483
1794,Hutchinson,Texas,35.84,-101.3547,20413,Hutchinson_TX,23.00393297046328
1795,Fulton,Indiana,41.047,-86.2635,20411,Fulton_IN,55.387913489457546
1796,Jay,Indiana,40.4379,-85.0056,20281,Jay_IN,52.86466478990721
1797,Woodward,Oklahoma,36.4227,-99.2651,20260,Woodward_OK,16.308460114304115
1798,Henry,Iowa,40.988,-91.5445,20228,Henry_IA,46.56109013902955
1799,Lincoln,New Mexico,33.7453,-105.4593,20227,Lincoln_NM,4.186943822876151
1800,Willacy,Texas,26.4693,-97.6632,20218,Willacy_TX,33.884159013206414
1801,Smith,Tennessee,36.2505,-85.9567,20196,Smith_TN,64.2345981361916
1802,Yell,Arkansas,35.0026,-93.4108,20195,Yell_AR,21.76443328411773
1803,Bourbon,Kentucky,38.2067,-84.2171,20174,Bourbon_KY,69.2241704697526
1804,Lincoln,West Virginia,38.1753,-82.0704,20170,Lincoln_WV,46.11023478042201
1805,Lincoln,Wyoming,42.264,-110.656,20158,Lincoln_WY,4.953933188993116
1806,Union,Tennessee,36.2879,-83.8375,20141,Union_TN,90.092145285382
1807,Clay,Kentucky,37.1597,-83.7146,20105,Clay_KY,42.68486868643978
1808,Tyler,Texas,30.7712,-94.3766,20084,Tyler_TX,21.761837685556397
1809,Pierce,Georgia,31.3588,-82.2128,19996,Pierce_GA,58.254916241806264
1810,Crisp,Georgia,31.9229,-83.7681,19995,Crisp_GA,73.02242348988386
1811,Winneshiek,Iowa,43.2907,-91.8437,19972,Winneshiek_IA,28.961296964951202
1812,Taylor,Wisconsin,45.2116,-90.5012,19972,Taylor_WI,20.487044293539586
1813,Jones,Texas,32.7399,-99.8788,19968,Jones_TX,21.448135855379757
1814,Labette,Kansas,37.1913,-95.2976,19949,Labette_KS,30.74658611016923
1815,Davison,South Dakota,43.6747,-98.146,19936,Davison_SD,45.78357523424582
1816,Duchesne,Utah,40.2982,-110.4252,19932,Duchesne_UT,6.155556584981702
1817,Calhoun,Texas,28.5074,-96.6018,19921,Calhoun_TX,38.88465967871016
1818,Dodge,Georgia,32.1722,-83.1684,19909,Dodge_GA,39.794918947010736
1819,Richland,Louisiana,32.4178,-91.7635,19908,Richland_LA,35.64867042707494
1820,Washington,Georgia,32.9695,-82.7959,19893,Washington_GA,29.239791868771494
1821,Benton,Missouri,38.2949,-93.2879,19887,Benton_MO,28.188119232895353
1822,Chaffee,Colorado,38.747,-106.1941,19876,Chaffee_CO,19.61221569885046
1823,Spencer,Kentucky,38.0325,-85.3278,19875,Spencer_KY,106.91231845077999
1824,Spencer,Indiana,38.0141,-87.0077,19871,Spencer_IN,49.84072838546239
1825,Martin,Minnesota,43.6744,-94.5511,19864,Martin_MN,28.00349620774241
1826,Buchanan,Virginia,37.2666,-82.036,19857,Buchanan_VA,39.40819242676828
1827,Gem,Idaho,44.0615,-116.3975,19854,Gem_ID,35.290980838280774
1828,DeWitt,Texas,29.0821,-97.3568,19853,DeWitt_TX,21.836160056314483
1829,Freestone,Texas,31.7049,-96.1491,19813,Freestone_TX,22.580718689810016
1830,St. James,Louisiana,30.027,-90.7931,19797,St. James_LA,80.43310445699427
1831,Simpson,Kentucky,36.742,-86.5823,19786,Simpson_KY,83.77153986197553
1832,Hempstead,Arkansas,33.7354,-93.6684,19778,Hempstead_AR,27.138877835256665
1833,Gonzales,Texas,29.4567,-97.4925,19764,Gonzales_TX,18.509950831187076
1834,Orange,Indiana,38.5418,-86.4951,19746,Orange_IN,49.424309171005206
1835,Elbert,Georgia,34.1168,-82.8401,19725,Elbert_GA,53.49007484542792
1836,Vernon,Missouri,37.8506,-94.3424,19713,Vernon_MO,23.63810780022783
1837,Wayne,Mississippi,31.6408,-88.6958,19699,Wayne_MS,24.310149076907887
1838,Polk,North Carolina,35.2793,-82.1697,19689,Polk_NC,82.77906243430733
1839,Douglas,Illinois,39.7694,-88.2173,19686,Douglas_IL,47.22448783764333
1840,Marion,Kentucky,37.5525,-85.2696,19680,Marion_KY,56.81457316897139
1841,Holmes,Florida,30.8679,-85.814,19626,Holmes_FL,40.679863198258886
1842,Plumas,California,40.0046,-120.8385,19607,Plumas_CA,7.677909221557824
1843,Adair,Oklahoma,35.8839,-94.6587,19595,Adair_OK,34.03859850261435
1844,Wayne,Kentucky,36.8013,-84.8286,19592,Wayne_KY,42.64693077927732
1845,Franklin,Louisiana,32.1333,-91.6738,19590,Franklin_LA,31.413864434502333
1846,Greene,Georgia,33.5788,-83.1667,19586,Greene_GA,50.442979293293504
1847,Monroe,Alabama,31.5709,-87.3654,19580,Monroe_AL,19.086611102987767
1848,Pike,Georgia,33.0923,-84.3892,19540,Pike_GA,89.48115583642442
1849,Langlade,Wisconsin,45.2623,-89.0719,19473,Langlade_WI,22.314276874419885
1850,Hart,Kentucky,37.2999,-85.8847,19470,Hart_KY,46.81076142620152
1851,Jackson,Iowa,42.1717,-90.5743,19429,Jackson_IA,30.54441981480608
1852,Fayette,Iowa,42.8626,-91.8444,19393,Fayette_IA,26.53231543807804
1853,East Feliciana,Louisiana,30.8451,-91.0455,19378,East Feliciana_LA,42.73930304367005
1854,Los Alamos,New Mexico,35.8693,-106.3073,19374,Los Alamos_NM,177.17421124828533
1855,Polk,Arkansas,34.4858,-94.2282,19348,Polk_AR,22.513905373641464
1856,Beadle,South Dakota,44.4145,-98.2781,19279,Beadle_SD,15.316596488440453
1857,Kent,Maryland,39.2556,-76.039,19265,Kent_MD,68.94392155459327
1858,McIntosh,Oklahoma,35.3736,-95.6668,19237,McIntosh_OK,31.02691892066257
1859,Cherokee,Kansas,37.1693,-94.8463,19236,Cherokee_KS,32.76331925330427
1860,Perry,Indiana,38.0796,-86.638,19218,Perry_IN,50.38936521670731
1861,Green Lake,Wisconsin,43.8004,-89.0449,19165,Green Lake_WI,54.095630574686695
1862,Lamar,Georgia,33.0765,-84.1395,19098,Lamar_GA,103.33297262201062
1863,Humphreys,Tennessee,36.0408,-87.7756,19074,Humphreys_TN,35.83856300026305
1864,Marengo,Alabama,32.2477,-87.7895,19027,Marengo_AL,19.47412593138459
1865,Adair,Kentucky,37.1042,-85.2806,19016,Adair_KY,46.74073345787042
1866,Roosevelt,New Mexico,34.0212,-103.48,19002,Roosevelt_NM,7.760669797835409
1867,Harrison,Kentucky,38.4418,-84.3314,18971,Harrison_KY,61.26001033324722
1868,Saluda,South Carolina,34.0061,-81.7268,18958,Saluda_SC,41.89798444130127
1869,Waseca,Minnesota,44.0221,-93.5873,18958,Waseca_MN,44.79149438865918
1870,Macon,Alabama,32.3859,-85.6927,18951,Macon_AL,31.040752145711853
1871,Fentress,Tennessee,36.3805,-84.9324,18948,Fentress_TN,37.99935825445211
1872,Perry,Missouri,37.7072,-89.8244,18947,Perry_MO,39.916152274211555
1873,Pickens,Alabama,33.2808,-88.0887,18843,Pickens_AL,21.37800367588664
1874,Butler,Alabama,31.7524,-86.6803,18807,Butler_AL,24.208683563530577
1875,Inyo,California,36.5111,-117.4107,18803,Inyo_CA,1.8428712842175416
1876,Paulding,Ohio,41.1166,-84.5802,18800,Paulding_OH,45.16408014221881
1877,Houston,Minnesota,43.6714,-91.4929,18768,Houston_MN,33.60971329310006
1878,Banks,Georgia,34.3543,-83.4972,18757,Banks_GA,80.27132280566612
1879,Warren,North Carolina,36.3965,-78.1067,18751,Warren_NC,43.73921156986238
1880,Tishomingo,Mississippi,34.7404,-88.2393,18738,Tishomingo_MS,44.18089220032066
1881,Randolph,Arkansas,36.3415,-91.0276,18733,Randolph_AR,28.73952931790985
1882,Ashley,Arkansas,33.1912,-91.7685,18722,Ashley_AR,20.32459425717853
1883,Wright,Missouri,37.2702,-92.4687,18722,Wright_MO,27.446381188336535
1884,Westmoreland,Virginia,38.112,-76.8042,18683,Westmoreland_VA,81.52107513744654
1885,Yancey,North Carolina,35.8989,-82.3076,18676,Yancey_NC,59.77276364218275
1886,Crawford,Illinois,39.0027,-87.7596,18588,Crawford_IL,41.90922823709783
1887,Poweshiek,Iowa,41.6864,-92.5315,18582,Poweshiek_IA,31.762473719296448
1888,Hampton,South Carolina,32.7763,-81.1407,18555,Hampton_SC,33.1469505877309
1889,Ste. Genevieve,Missouri,37.8944,-90.1944,18551,Ste. Genevieve_MO,36.92549612850574
1890,Bosque,Texas,31.9004,-97.6343,18546,Bosque_TX,18.748862694352898
1891,Andrews,Texas,32.305,-102.6377,18518,Andrews_TX,12.340068237551977
1892,Stone,Mississippi,30.79,-89.1177,18515,Stone_MS,41.57217594359746
1893,Gilchrist,Florida,29.7258,-82.8004,18494,Gilchrist_FL,53.00811143913555
1894,Bethel,Alaska,60.9132,-159.8186,18487,Bethel_AK,0.4549715492043351
1895,Deaf Smith,Texas,34.966,-102.605,18487,Deaf Smith_TX,12.346561235257191
1896,Clay,Mississippi,33.6556,-88.7816,18462,Clay_MS,45.18797728607793
1897,Otero,Colorado,37.9026,-103.7165,18460,Otero_CO,14.617613987298672
1898,Cedar,Iowa,41.7723,-91.1324,18427,Cedar_IA,31.797004417448925
1899,Appling,Georgia,31.7492,-82.2889,18426,Appling_GA,36.235275609132565
1900,Dickinson,Kansas,38.8665,-97.1527,18423,Dickinson_KS,21.727285592980472
1901,McDowell,West Virginia,37.3785,-81.6536,18413,McDowell_WV,34.43484440454817
1902,Jefferson,Kansas,39.2358,-95.3834,18391,Jefferson_KS,34.30452705601462
1903,Burleson,Texas,30.4925,-96.6215,18327,Burleson_TX,27.53703759353307
1904,Concordia,Louisiana,31.4459,-91.6401,18325,Concordia_LA,26.332428043856247
1905,San Juan,Washington,48.5776,-122.9654,18266,San Juan_WA,104.42487994511778
1906,Berrien,Georgia,31.276,-83.2296,18257,Berrien_GA,40.35498773236666
1907,Sawyer,Wisconsin,45.88,-91.1445,18243,Sawyer_WI,14.519826172776618
1908,King William,Virginia,37.7066,-77.0885,18232,King William_VA,66.1946774134989
1909,Covington,Mississippi,31.6332,-89.5526,18226,Covington_MS,44.04649701539428
1910,Colonial Heights,Virginia,37.265,-77.3969,18210,Colonial Heights_VA,2434.4919786096257
1911,Benzie,Michigan,44.6387,-86.0155,18177,Benzie_MI,56.571535277457905
1912,Brantley,Georgia,31.1969,-81.9819,18171,Brantley_GA,40.88883888388839
1913,Russell,Kentucky,36.9911,-85.0587,18117,Russell_KY,71.45899893503727
1914,Kalkaska,Michigan,44.6847,-85.0902,18116,Kalkaska_MI,32.29118391501194
1915,Madison,Florida,30.4441,-83.4701,18113,Madison_FL,26.182801139073998
1916,Grant,Arkansas,34.29,-92.4237,18111,Grant_AR,28.66662445788091
1917,Andrew,Missouri,39.9835,-94.8021,18086,Andrew_MO,41.559814329702654
1918,Montour,Pennsylvania,41.0279,-76.6586,18079,Montour_PA,138.2715105162524
1919,Johnson,Tennessee,36.4549,-81.8518,18073,Johnson_TN,60.55214929473648
1920,Frio,Texas,28.8678,-99.1082,18019,Frio_TX,15.903514501067942
1921,Southampton,Virginia,36.7204,-77.1061,17988,Southampton_VA,30.002001467743014
1922,Young,Texas,33.1766,-98.6878,17963,Young_TX,19.475675734281655
1923,Eastland,Texas,32.3271,-98.8323,17846,Eastland_TX,19.271930108746126
1924,Dickinson,Iowa,43.378,-95.1508,17844,Dickinson_IA,46.82727129585892
1925,Unicoi,Tennessee,36.1107,-82.4323,17779,Unicoi_TN,95.51412915010208
1926,Lee,Texas,30.3107,-96.9657,17758,Lee_TX,28.254574383452667
1927,Schuyler,New York,42.3938,-76.8752,17749,Schuyler_NY,53.995923458367564
1928,Park,Colorado,39.1194,-105.7172,17739,Park_CO,8.060653704065542
1929,Hughes,South Dakota,44.389,-99.996,17732,Hughes_SD,23.932408357177565
